Apple	0.4859853412170728
Apple	4.658519644572135
Orange	2.757644307430845
Orange	4.36635444379318
Tomato	0.9570475745762608
Banana	1.6365611326426943
Tomato	0.9136235636337187
Banana	1.703457163967561
Tomato	4.272392839694168
Tomato	2.287438968525538
Kiwi	1.0340475191748726
Kiwi	2.408573828682015
Tomato	3.91505462517807
Orange	4.153591707921256
Banana	3.2250175222146633
Kiwi	2.213939203129497
Apple	1.0097048804700366
Tomato	4.526667348325462
Apple	0.30978149002689526
Apple	4.393777226918403
Orange	2.517329931945071
Kiwi	3.9629238331885324
Tomato	4.546460476028497
Apple	3.514259115351504
Tomato	4.847156403059746
Kiwi	1.5877722583775062
Tomato	3.497931384921258
Kiwi	2.011793621529901
Kiwi	0.45564459240483524
Kiwi	0.9482193843337194
Apple	4.689654965283379
Banana	0.8249611080979419
Apple	1.6104335196184982
Orange	0.07967274292009441
Kiwi	3.4113369395371054
Apple	2.7092949536458164
Apple	0.6205068678131825
Apple	0.3216606460346705
Banana	0.006167454282033358
Apple	1.9202813393056317
Orange	1.9579096081143628
Banana	0.09413408636637421
Banana	4.849541488248527
Apple	2.7179760646130386
Apple	0.603296674503539
Tomato	4.915155758224849
Banana	3.4720359583562126
Orange	3.545459485746505
Banana	4.966555043577987
Kiwi	4.969338821021524
Orange	4.625294775272419
Kiwi	2.7912885879702385
Tomato	0.9906677529489888
Apple	3.3261168784899335
Orange	1.6425177539231268
Banana	3.1508667661022742
Banana	3.714749888189644
Apple	4.743952143832523
Banana	1.9974965504311042
Tomato	1.7502849810509313
Apple	0.12049892596510792
Apple	2.901424898527876
Banana	1.2295130239577738
Apple	0.24516328879201021
Banana	4.53176969188548
Apple	2.873673933472279
Apple	1.2596977062097159
Orange	3.02213500791712
Kiwi	3.9930885812782018
Orange	0.9621352335043648
Banana	2.883294535298652
Orange	0.7370861566279563
Orange	2.780001649154491
Tomato	2.310589336413322
Kiwi	4.859249812594946
Kiwi	3.6566367557127104
Banana	3.6494527648643906
Banana	2.5591805544621793
Banana	4.433034496372054
Kiwi	3.421597330474709
Tomato	0.3259901339116539
Kiwi	1.5426974863764342
Apple	4.391919428583659
Tomato	3.826549862259843
Kiwi	4.540499450437838
Apple	3.4067654081096292
Banana	0.3572110962871161
Kiwi	0.27100642727895363
Banana	3.2401966619579925
Tomato	3.6568222763434206
Kiwi	3.130265580641745
Orange	2.5568387709811633
Banana	3.21651584121321
Banana	2.465349052236099
Banana	3.615339037449382
Orange	1.415314546041357
Banana	2.7429004129169074
Orange	1.9226762091089729
Banana	2.4012979272659667
Apple	2.3859195693200412
